publisher,license,is_referenced_by_count,link,authors,abstract,title,doi,type,journal,issn,volume,issue,start_page,end_page,publication_date,references,ablation
IEEE,"[{'start': {'date-parts': [[2024, 11, 10]], 'date-time': '2024-11-10T00:00:00Z', 'timestamp': 1731196800000}, 'content-version': 'stm-asf', 'delay-in-days': 0, 'URL': 'https://doi.org/10.15223/policy-029'}, {'start': {'date-parts': [[2024, 11, 10]], 'date-time': '2024-11-10T00:00:00Z', 'timestamp': 1731196800000}, 'content-version': 'stm-asf', 'delay-in-days': 0, 'URL': 'https://doi.org/10.15223/policy-037'}]",0,"[{'URL': 'http://xplorestaging.ieee.org/ielx8/10799226/10799505/10799752.pdf?arnumber=10799752', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Tselikov', 'firstname': 'G.', 'affiliation': None}, {'lastname': 'Ermolaev', 'firstname': 'G.', 'affiliation': None}, {'lastname': 'Arsenin', 'firstname': 'A.', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'A.', 'affiliation': None}, {'lastname': 'Volkov', 'firstname': 'V.', 'affiliation': None}]",,Topologically dark metamaterials for optical sensing,10.1109/ipc60965.2024.10799752,proceedings-article,2024 IEEE Photonics Conference (IPC),,,,1,2,2024-11-10,"['10.1002/9781118354162', '10.1021/acs.chemrev.8b00243', '10.1016/j.bios.2017.12.001', '10.1021/acsnano.3c06655', '10.1038/s41467-022-29716-4']",False
AIP Publishing,,67,"[{'URL': 'https://pubs.aip.org/aip/jap/article-pdf/91/5/3248/19055474/3248_1_online.pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'syndication'}, {'URL': 'https://pubs.aip.org/aip/jap/article-pdf/91/5/3248/19055474/3248_1_online.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Kabashin', 'firstname': 'A. V.', 'affiliation': None}, {'lastname': 'Sylvestre', 'firstname': 'J.-P.', 'affiliation': None}, {'lastname': 'Patskovsky', 'firstname': 'S.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'M.', 'affiliation': None}]","Pulsed laser ablation in an inert gas has been used to fabricate films containing silicon nanocrystals. We show that film microstructure is one of the main factors, determining long-term photoluminescence (PL) properties. Films with different porosity were found to exhibit PL signals with quite different peak energies, integral intensities and time-dependent evolutions. The distinction of these PL properties is attributed to the different efficiency of surface chemistry interactions between Si nanocrystallites and the ambient atmosphere for films having different porosities. Oxygen-related defects and other mechanisms are discussed to explain the PL properties of the films.",Correlation between photoluminescence properties and morphology of laser-ablated Si/SiOx nanostructured films,10.1063/1.1446217,journal-article,Journal of Applied Physics,1089-7550,91,5,3248,3254,2002-03-01,"['10.1063/1.103561', '10.1103/PhysRevB.48.4883', '10.1063/1.109087', '10.1063/1.1288228', '10.1143/JJAP.35.1361', '10.1143/JJAP.35.4780', '10.1063/1.368971', '10.1103/PhysRevB.56.6958', '10.1063/1.372421', '10.1016/S0169-4332(00)00780-7', '10.1007/BF03296063', '10.1063/1.121516', '10.1103/PhysRev.95.359', '10.1080/10408439708241258', '10.1063/1.347022', '10.1063/1.116098', '10.1063/1.116870', '10.1021/jp963192m', '10.1063/1.112035', '10.1063/1.362605', '10.1063/1.346719']",False
AIP Publishing,,44,"[{'URL': 'https://pubs.aip.org/aip/apl/article-pdf/73/1/25/18534979/25_1_online.pdf', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'syndication'}, {'URL': 'https://pubs.aip.org/aip/apl/article-pdf/73/1/25/18534979/25_1_online.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Kabashin', 'firstname': 'A. V.', 'affiliation': None}, {'lastname': 'Nikitin', 'firstname': 'P. I.', 'affiliation': None}, {'lastname': 'Marine', 'firstname': 'W.', 'affiliation': None}, {'lastname': 'Sentis', 'firstname': 'M.', 'affiliation': None}]","We report investigations of a space-time structure of the electric field of laser plasma from a solid target. An ArF excimer laser with an intensity of I≅108 W/cm2 was used to produce the plasma on various targets placed in air at atmospheric pressure. A strong difference in both the amplitude (by more than 1–2 orders of magnitude) and the structure of the electric field for conductive and dielectric targets has been observed. The field distribution for a conductive target was found to correspond to a dipole configuration of charges in the laser plasma, while for the dielectric target a quadrupole configuration was revealed. Possible explanations and applications of the observed effect are discussed.",Experimental study of spontaneous electric field generated by a laser plasma,10.1063/1.121711,journal-article,Applied Physics Letters,1077-3118,73,1,25,27,1998-07-06,"['10.1017/S0263034600006595', '10.1070/PU1974v016n06ABEH004094', '10.1063/1.1714342', '10.1063/1.321468', '10.1070/QE1997v027n06ABEH000974', '10.1063/1.116450', '10.1103/PhysRevE.55.3393']",False
Informa UK Limited,,52,"[{'URL': 'https://www.tandfonline.com/doi/pdf/10.1080/02726340801921627', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Hassani', 'firstname': 'Alireza', 'affiliation': None}, {'lastname': 'Gauvreau', 'firstname': 'Bertrand', 'affiliation': None}, {'lastname': 'Fehri', 'firstname': 'Majid Fassi', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei', 'affiliation': None}, {'lastname': 'Skorobogatiy', 'firstname': 'Maksim', 'affiliation': None}]",,Photonic Crystal Fiber and Waveguide-Based Surface Plasmon Resonance Sensors for Application in the Visible and Near-IR,10.1080/02726340801921627,journal-article,Electromagnetics,1532-527X,28,3,198,213,2008-03-14,"['10.1364/JOSAB.10.000083', '10.1364/AO.33.005197', '10.1364/OL.24.000046', '10.1023/A:1006930412723', '10.1016/S0925-4005(98)00328-1', '10.1016/S0925-4005(01)00559-7', '10.1016/S0925-4005(00)00649-3', '10.1364/OE.11.001175', '10.1557/jmr.2006.0271', '10.1063/1.125493', '10.1016/j.snb.2004.08.030', '10.1016/0925-4005(95)01692-9', '10.1364/OE.14.011616', '10.1364/JOSAB.24.001423', '10.1016/0925-4005(95)01714-3', '10.1364/OL.22.001403', '10.1016/S0925-4005(97)80220-1', '10.1016/S0925-4005(98)00321-9', '10.1016/0925-4005(93)80021-3', '10.1016/S0030-4018(97)00726-8', '10.1515/zna-1968-1247', '10.1364/OE.14.010851', '10.1016/0925-4005(94)01260-1', '10.1016/0250-6874(83)85036-7', '10.1016/S0925-4005(97)80057-3', '10.1016/j.snb.2005.09.006', '10.1364/AO.43.001216', '10.1364/OE.14.002404', '10.1016/S0925-4005(03)00034-0', '10.1016/j.snb.2003.08.005', '10.1364/OL.30.002991', '10.1063/1.2360186', '10.1364/OE.14.008419', '10.1088/0957-0233/17/6/036', '10.1088/0963-9659/5/2/006', '10.1016/S0925-4005(97)80279-1', '10.1016/0925-4005(93)85287-K', '10.1049/el:19960520', '10.1016/S0925-4005(99)00034-9', '10.1049/el:19881004']",False
Optica Publishing Group,"[{'start': {'date-parts': [[2003, 8, 1]], 'date-time': '2003-08-01T00:00:00Z', 'timestamp': 1059696000000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://doi.org/10.1364/OA_License_v1#VOR'}, {'start': {'date-parts': [[2003, 8, 1]], 'date-time': '2003-08-01T00:00:00Z', 'timestamp': 1059696000000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'https://opg.optica.org/policies/opg-tdm-policy.json'}]",75,"[{'URL': 'https://www.osapublishing.org/viewmedia.cfm?URI=josaa-20-8-1644&seq=0', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Patskovsky', 'firstname': 'Sergiy', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei V.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'Michel', 'affiliation': None}, {'lastname': 'Luong', 'firstname': 'John H. T.', 'affiliation': None}]",,Properties and sensing characteristics of surface-plasmon resonance in infrared light,10.1364/josaa.20.001644,journal-article,Journal of the Optical Society of America A,1520-8532,20,8,1644,,2003-08-01,"['10.1016/0030-4018(72)90224-6', '10.1515/zna-1968-1247', '10.1016/0250-6874(83)85036-7', '10.1016/0956-5663(95)96965-2', '10.1016/S0925-4005(97)80057-3', '10.1146/annurev.biophys.26.1.541', '10.1049/el:19881004', '10.1016/0925-4005(93)80021-3', '10.1016/0038-1098(75)90876-5', '10.1016/S0030-4018(97)00726-8', '10.1063/1.125493', '10.1017/S0033583500005758', '10.1351/pac199567050829', '10.1364/AO.31.0440_1', '10.1016/0925-4005(93)85158-7', '10.1063/1.1287631', '10.1021/ac9905165', '10.1021/ac990517x', '10.1021/ac010820+', '10.1016/0956-5663(96)83298-2', '10.1063/1.556029', '10.1364/AO.32.003531', '10.1088/0305-4608/17/1/031', '10.1063/1.367101']",False
Informa UK Limited,,4,"[{'URL': 'http://www.tandfonline.com/doi/pdf/10.1081/AL-120026570', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Patskovsky', 'firstname': 'Sergiy', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei V.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'Michel', 'affiliation': None}, {'lastname': 'Luong', 'firstname': 'John H. T.', 'affiliation': None}]",,Multi-layer Si-Based Surface Plasmon Resonance Structure for Absorption Sensing,10.1081/al-120026570,journal-article,Analytical Letters,1532-236X,36,15,3261,3270,2003-12-31,"['10.1146/annurev.biophys.26.1.541', '10.1017/S0033583500005758', '10.1515/zna-1968-1247', '10.1016/0250-6874(83)85036-7', '10.1016/S0925-4005(97)80057-3', '10.1049/el:19881004', '10.1016/0038-1098(75)90876-5', '10.1016/S0030-4018(97)00726-8', '10.1063/1.125493', '10.1021/ac9809940', '10.1016/0039-6028(78)90371-0', '10.1021/ac010820+', '10.1117/12.477863', '10.1364/JOSAA.20.001644', '10.1364/AO.42.006905', '10.1016/0030-4018(74)90341-1', '10.1103/PhysRevLett.47.1927', '10.1016/S0039-6028(83)80051-X']",False
SPIE,,1,"[{'URL': 'http://proceedings.spiedigitallibrary.org/proceeding.aspx?doi=10.1117/12.477863', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Patskovsky', 'firstname': 'Sergiy', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei V.', 'affiliation': None}, {'lastname': 'Meunier', 'firstname': 'Michel', 'affiliation': None}, {'lastname': 'Luong', 'firstname': 'John H. T.', 'affiliation': None}]",,Surface plasmon resonance sensor with silicon-based prism coupling,10.1117/12.477863,proceedings-article,SPIE Proceedings,0277-786X,4958,,144,,2003-07-22,,False
SPIE,,1,,"[{'lastname': 'Popov', 'firstname': 'Anton A.', 'affiliation': None}, {'lastname': 'Tselikov', 'firstname': 'Gleb', 'affiliation': None}, {'lastname': 'Al-Kattan', 'firstname': 'Ahmed', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei V.', 'affiliation': None}]",,Femtosecond laser-ablative synthesis of plasmonic Au and TiN nanoparticles for biomedical applications,10.1117/12.2513970,proceedings-article,Synthesis and Photonics of Nanoscale Materials XVI,,,,7,,2019-03-04,"['10.1007/s11671-010-9543-z', '10.1063/1.372421', '10.1063/1.1557752', '10.1016/S0921-5107(02)00651-7', '10.1021/jp953248x', '10.1021/jp0037091', '10.1016/S0169-4332(01)00634-1', '10.1063/1.1626793', '10.1016/j.apsusc.2005.01.137', '10.1039/C6TB02623K', '10.1038/s41598-018-38474-7', '10.2217/nnm-2016-0228', '10.1021/nl050127s', '10.1021/ja057254a', '10.1038/nmat2162', '10.1038/physci241020a0', '10.1016/j.biomaterials.2010.08.012', '10.1021/nl0155274', '10.1002/smll.v5:6', '10.1111/jace.2003.86.issue-1', '10.1021/acscatal.5b01478', '10.1021/jp047134+', '10.1016/j.ultramic.2004.12.004', '10.1016/j.jfoodeng.2017.05.007', '10.1007/b100321', '10.1364/AO.42.006905']",True
MDPI AG,"[{'start': {'date-parts': [[2019, 7, 24]], 'date-time': '2019-07-24T00:00:00Z', 'timestamp': 1563926400000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",17,"[{'URL': 'https://www.mdpi.com/2079-4991/9/8/1058/pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Nirwan', 'firstname': 'Viraj P.', 'affiliation': None}, {'lastname': 'Al-Kattan', 'firstname': 'Ahmed', 'affiliation': None}, {'lastname': 'Fahmi', 'firstname': 'Amir', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei V.', 'affiliation': None}]","We report a methodology for the fabrication of neutralized chitosan-based nanofiber matrices decorated with bare Au nanoparticles, which demonstrate stable characteristics even after prolonged contact with a biological environment. The methodology consists of electrospinning of a mixture of bare (ligand-free) laser-synthesized Au nanoparticles (AuNPs) and solutions of chitosan/polyethylene oxide (ratio 1/3) containing chitosan of a relatively high molecular weight (200 kDa) and concentration of 3% (w/v). Our studies reveal a continuous morphology of hybrid nanofibers with the mean fiber diameter of 189 nm ± 86 nm, which demonstrate a high thermal stability. Finally, we describe a protocol for the neutralization of nanofibers, which enabled us to achieve their structural stability in phosphate-buffered saline (PBS) for more than six months, as confirmed by microscopy and FTIR measurements. The formed hybrid nanofibers exhibit unique physicochemical properties essential for the development of future tissue engineering platforms.",Fabrication of Stable Nanofiber Matrices for Tissue Engineering via Electrospinning of Bare Laser-Synthesized Au Nanoparticles in Solutions of High Molecular Weight Chitosan,10.3390/nano9081058,journal-article,Nanomaterials,2079-4991,9,8,1058,,2019-07-24,"['10.1002/biot.201200249', '10.1080/09205063.2012.690711', '10.1016/j.msec.2016.11.121', '10.1039/C7RA02255G', '10.1016/j.drudis.2017.03.007', '10.1021/acs.biomac.8b01138', '10.1016/S0266-3538(03)00178-7', '10.22203/eCM.v005a03', '10.3390/ijms19061563', '10.1002/adfm.200801473', '10.1016/j.progpolymsci.2013.02.001', '10.1063/1.2840049', '10.1590/S0104-66322011000300001', '10.1016/j.ijbiomac.2017.07.087', '10.1016/j.progpolymsci.2011.02.001', '10.1016/j.msec.2012.05.009', '10.1016/j.carbpol.2010.04.074', '10.1002/elsc.200700066', '10.1002/9783527647705', '10.1002/marc.200400253', '10.1021/bm050963w', '10.1063/1.1626793', '10.1016/S0921-5107(02)00651-7', '10.1038/srep24732', '10.1088/0957-4484/26/6/065601', '10.1021/acscatal.5b01478', '10.1039/C6TB02623K', '10.1038/srep25400', '10.2217/nnm-2016-0228', '10.1002/jbio.201700225', '10.1016/j.carbpol.2013.04.060', '10.1021/bm060286l', '10.1016/S0040-6031(02)00523-3', '10.1016/S0013-4686(02)00812-5', '10.1021/bm061140p', '10.1016/j.radphyschem.2011.12.021']",True
MDPI AG,"[{'start': {'date-parts': [[2021, 2, 18]], 'date-time': '2021-02-18T00:00:00Z', 'timestamp': 1613606400000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",15,"[{'URL': 'https://www.mdpi.com/2079-4991/11/2/519/pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]","[{'lastname': 'Nirwan', 'firstname': 'Viraj', 'affiliation': None}, {'lastname': 'Filova', 'firstname': 'Eva', 'affiliation': None}, {'lastname': 'Al-Kattan', 'firstname': 'Ahmed', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei', 'affiliation': None}, {'lastname': 'Fahmi', 'firstname': 'Amir', 'affiliation': None}]","Herein, we report the fabrication and characterization of novel polycaprolactone (PCL)-based nanofibers functionalized with bare (ligand-free) titanium nitride (TiN) nanoparticles (NPs) for tissue engineering applications. Nanofibers were prepared by a newly developed protocol based on the electrospinning of PCL solutions together with TiN NPs synthesized by femtosecond laser ablation in acetone. The generated hybrid nanofibers were characterised using spectroscopy, microscopy, and thermal analysis techniques. As shown by scanning electron microscopy measurements, the fabricated electrospun nanofibers had uniform morphology, while their diameter varied between 0.403 ± 0.230 µm and 1.1 ± 0.15 µm by optimising electrospinning solutions and parameters. Thermal analysis measurements demonstrated that the inclusion of TiN NPs in nanofibers led to slight variation in mass degradation initiation and phase change behaviour (Tm). In vitro viability tests using the incubation of 3T3 fibroblast cells in a nanofiber-based matrix did not reveal any adverse effects, confirming the biocompatibility of hybrid nanofiber structures. The generated hybrid nanofibers functionalized with plasmonic TiN NPs are promising for the development of smart scaffold for tissue engineering platforms and open up new avenues for theranostic applications.",Smart Electrospun Hybrid Nanofibers Functionalized with Ligand-Free Titanium Nitride (TiN) Nanoparticles for Tissue Engineering,10.3390/nano11020519,journal-article,Nanomaterials,2079-4991,11,2,519,,2021-02-18,"['10.1016/B978-0-323-48063-5.00011-3', '10.1016/j.nbt.2013.05.002', '10.1590/S0104-66322014000100007', '10.1016/j.carbpol.2013.04.060', '10.1002/adma.200903074', '10.1016/j.memsci.2019.117215', '10.1016/j.antiviral.2013.09.022', '10.1002/app.49091', '10.1016/j.carbpol.2017.06.096', '10.1016/j.matlet.2015.11.069', '10.1016/j.polymertesting.2019.01.011', '10.1016/j.ijbiomac.2017.07.067', '10.1016/j.jhazmat.2007.09.035', '10.1021/acs.accounts.5b00530', '10.1016/j.actbio.2013.07.030', '10.1039/C8TC03140A', '10.1002/adfm.201603230', '10.1016/j.carbon.2009.08.002', '10.1016/j.chemosphere.2017.12.182', '10.1007/s11671-010-9543-z', '10.1021/acs.chemrev.6b00468', '10.1063/1.121516', '10.1016/S0921-5107(02)00651-7', '10.2217/nnm-2016-0228', '10.1021/acsnano.9b04610', '10.1038/srep25400', '10.1039/C6TB02623K', '10.1038/s41598-019-48748-3', '10.3390/ijms19061563', '10.1039/C7RA02255G', '10.3390/nano9081058', '10.1109/NAP.2018.8914938', '10.1016/j.eurpolymj.2012.12.009', '10.1080/15583724.2017.1332640', '10.3390/nano9040656', '10.1021/acsami.9b06359', '10.1038/s41598-018-37519-1', '10.1016/j.msec.2020.111717', '10.1186/s12859-017-1934-z', '10.1016/j.progpolymsci.2013.02.001', '10.1039/B702213A', '10.1039/C7CP00998D', '10.1002/cmdc.200600171', '10.2147/IJN.S141201', '10.2174/1389557516666160321114341', '10.1371/journal.pone.0151365', '10.3109/08958378.2012.745633', '10.1088/1748-6041/4/2/025001', '10.1046/j.1525-1594.2003.07241.x', '10.1007/978-0-387-33441-7']",True
SPIE,,0,,"[{'lastname': 'Avsievich', 'firstname': 'Tatiana', 'affiliation': None}, {'lastname': 'Bykov', 'firstname': 'Alexander', 'affiliation': None}, {'lastname': 'Popov', 'firstname': 'Anton', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei', 'affiliation': None}, {'lastname': 'Meglinski', 'firstname': 'Igor V.', 'affiliation': None}]",,Hemorheological alterations of erythrocytes induced by plasmonic nanoparticles assessed with the combined application of optical tweezers and conventional microscopy modalities,10.1117/12.2634990,proceedings-article,Optical Trapping and Optical Micromanipulation XIX,,,,13,,2022-10-03,,True
SPIE,,0,,"[{'lastname': 'Geohegan', 'firstname': 'David B.', 'affiliation': None}, {'lastname': 'Kabashin', 'firstname': 'Andrei V.', 'affiliation': None}, {'lastname': 'Dubowski', 'firstname': 'Jan J.', 'affiliation': None}, {'lastname': 'Farsari', 'firstname': 'Maria', 'affiliation': None}]",,Welcome and Introduction to SPIE Conference 11675,10.1117/12.2592485,proceedings-article,Synthesis and Photonics of Nanoscale Materials XVIII,,,,800,,2021-03-05,,False
